"gene"	"qval"
"ENSG00000086200"	"ENSG00000086200"	0.352979022470334
"ENSG00000102804"	"ENSG00000102804"	0.352991346883888
"ENSG00000166562"	"ENSG00000166562"	0.353026010381484
"ENSG00000102780"	"ENSG00000102780"	0.353060901962044
"ENSG00000104824"	"ENSG00000104824"	0.3531042348811
"ENSG00000198715"	"ENSG00000198715"	0.353240165375961
"ENSG00000177463"	"ENSG00000177463"	0.353257889236386
"ENSG00000042286"	"ENSG00000042286"	0.353288233007341
"ENSG00000143207"	"ENSG00000143207"	0.353343147138278
"ENSG00000164022"	"ENSG00000164022"	0.353574090988262
"ENSG00000197713"	"ENSG00000197713"	0.353622747369656
"ENSG00000177302"	"ENSG00000177302"	0.353644970108981
"ENSG00000136250"	"ENSG00000136250"	0.353649189006789
"ENSG00000118579"	"ENSG00000118579"	0.353769721822186
"ENSG00000155438"	"ENSG00000155438"	0.354168776693486
"ENSG00000116106"	"ENSG00000116106"	0.354201467711923
"ENSG00000144134"	"ENSG00000144134"	0.355038741074636
"ENSG00000106638"	"ENSG00000106638"	0.355517608882201
"ENSG00000185359"	"ENSG00000185359"	0.35570536446341
"ENSG00000166598"	"ENSG00000166598"	0.355808931830311
"ENSG00000172171"	"ENSG00000172171"	0.356037064544952
"ENSG00000181026"	"ENSG00000181026"	0.356046300544373
"ENSG00000133606"	"ENSG00000133606"	0.356403517422956
"ENSG00000137501"	"ENSG00000137501"	0.356455012550604
"ENSG00000196689"	"ENSG00000196689"	0.35645874132777
"ENSG00000100908"	"ENSG00000100908"	0.356492298097285
"ENSG00000172890"	"ENSG00000172890"	0.356500683002647
"ENSG00000002933"	"ENSG00000002933"	0.356502587135306
"ENSG00000260916"	"ENSG00000260916"	0.356503787491537
"ENSG00000196187"	"ENSG00000196187"	0.356512615347314
"ENSG00000241258"	"ENSG00000241258"	0.356542978105707
"ENSG00000082898"	"ENSG00000082898"	0.356645231265129
"ENSG00000164944"	"ENSG00000164944"	0.356694609737128
"ENSG00000125459"	"ENSG00000125459"	0.356708842567113
"ENSG00000277072"	"ENSG00000277072"	0.35672959970799
"ENSG00000174669"	"ENSG00000174669"	0.3567681375844
"ENSG00000181873"	"ENSG00000181873"	0.357206302215634
"ENSG00000100060"	"ENSG00000100060"	0.357469795010139
"ENSG00000152359"	"ENSG00000152359"	0.357513136742579
"ENSG00000189164"	"ENSG00000189164"	0.357630138279967
"ENSG00000006757"	"ENSG00000006757"	0.35790086592482
"ENSG00000151725"	"ENSG00000151725"	0.357927159918701
"ENSG00000104976"	"ENSG00000104976"	0.357932870088796
"ENSG00000119760"	"ENSG00000119760"	0.357957210916259
"ENSG00000198692"	"ENSG00000198692"	0.358251283524068
"ENSG00000088888"	"ENSG00000088888"	0.358461414779929
"ENSG00000176108"	"ENSG00000176108"	0.359013456473775
"ENSG00000134597"	"ENSG00000134597"	0.359016256814444
"ENSG00000196937"	"ENSG00000196937"	0.359077344768872
"ENSG00000055332"	"ENSG00000055332"	0.359283908573847
"ENSG00000182993"	"ENSG00000182993"	0.359322549959135
"ENSG00000103495"	"ENSG00000103495"	0.35947958841292
"ENSG00000137720"	"ENSG00000137720"	0.359966213174067
"ENSG00000159374"	"ENSG00000159374"	0.360017438591072
"ENSG00000168016"	"ENSG00000168016"	0.360102692914855
"ENSG00000228409"	"ENSG00000228409"	0.360367514928762
"ENSG00000186141"	"ENSG00000186141"	0.360382898482222
"ENSG00000054654"	"ENSG00000054654"	0.36075335417136
"ENSG00000109099"	"ENSG00000109099"	0.360772421235357
"ENSG00000154589"	"ENSG00000154589"	0.361183639552215
"ENSG00000105701"	"ENSG00000105701"	0.361243936458908
"ENSG00000266338"	"ENSG00000266338"	0.361673656564351
"ENSG00000087301"	"ENSG00000087301"	0.361762881613915
"ENSG00000111321"	"ENSG00000111321"	0.361770398055244
"ENSG00000176946"	"ENSG00000176946"	0.361926347037021
"ENSG00000121691"	"ENSG00000121691"	0.361953953772063
"ENSG00000132000"	"ENSG00000132000"	0.362169789068363
"ENSG00000197976"	"ENSG00000197976"	0.362239532198081
"ENSG00000125447"	"ENSG00000125447"	0.362772366938269
"ENSG00000156017"	"ENSG00000156017"	0.362839942502374
"ENSG00000178904"	"ENSG00000178904"	0.363248948020029
"ENSG00000100601"	"ENSG00000100601"	0.363445592712942
"ENSG00000156313"	"ENSG00000156313"	0.363511428136248
"ENSG00000182175"	"ENSG00000182175"	0.363511930765563
"ENSG00000135316"	"ENSG00000135316"	0.363561136643615
"ENSG00000165923"	"ENSG00000165923"	0.363569082177627
"ENSG00000129007"	"ENSG00000129007"	0.363605209127648
"ENSG00000104299"	"ENSG00000104299"	0.363651162032362
"ENSG00000188820"	"ENSG00000188820"	0.363710716590738
"ENSG00000108587"	"ENSG00000108587"	0.364160555873651
"ENSG00000056050"	"ENSG00000056050"	0.36434476425908
"ENSG00000081377"	"ENSG00000081377"	0.364430064141254
"ENSG00000189043"	"ENSG00000189043"	0.364678196696672
"ENSG00000189050"	"ENSG00000189050"	0.364852584419189
"ENSG00000165283"	"ENSG00000165283"	0.365175773388399
"ENSG00000198466"	"ENSG00000198466"	0.365373238583713
"ENSG00000167562"	"ENSG00000167562"	0.365897561557274
"ENSG00000067208"	"ENSG00000067208"	0.36600782567301
"ENSG00000165671"	"ENSG00000165671"	0.366449670991598
"ENSG00000134910"	"ENSG00000134910"	0.366511358353117
"ENSG00000118816"	"ENSG00000118816"	0.366547220322447
"ENSG00000132471"	"ENSG00000132471"	0.366553692288014
"ENSG00000122477"	"ENSG00000122477"	0.366599652684961
"ENSG00000180509"	"ENSG00000180509"	0.366634892811023
"ENSG00000196497"	"ENSG00000196497"	0.366644876888683
"ENSG00000183826"	"ENSG00000183826"	0.366654045585218
"ENSG00000121989"	"ENSG00000121989"	0.366766880102465
"ENSG00000145246"	"ENSG00000145246"	0.367051969897122
"ENSG00000101084"	"ENSG00000101084"	0.367396998522145
"ENSG00000280071"	"ENSG00000280071"	0.367427764538738
"ENSG00000164002"	"ENSG00000164002"	0.367662183949135
"ENSG00000100147"	"ENSG00000100147"	0.368168010859681
"ENSG00000135318"	"ENSG00000135318"	0.36827073125977
"ENSG00000156639"	"ENSG00000156639"	0.368305180923369
"ENSG00000156256"	"ENSG00000156256"	0.368371131226664
"ENSG00000148840"	"ENSG00000148840"	0.368409138502862
"ENSG00000155666"	"ENSG00000155666"	0.368425963048274
"ENSG00000205356"	"ENSG00000205356"	0.368592530291978
"ENSG00000175938"	"ENSG00000175938"	0.368604021877362
"ENSG00000134824"	"ENSG00000134824"	0.368653508435619
"ENSG00000090263"	"ENSG00000090263"	0.368659289180052
"ENSG00000177674"	"ENSG00000177674"	0.368675088768692
"ENSG00000141560"	"ENSG00000141560"	0.36868993254682
"ENSG00000179604"	"ENSG00000179604"	0.368814169649046
"ENSG00000146909"	"ENSG00000146909"	0.369135666348421
"ENSG00000124177"	"ENSG00000124177"	0.369544972513167
"ENSG00000280987"	"ENSG00000280987"	0.369630009486164
"ENSG00000133250"	"ENSG00000133250"	0.369749493212266
"ENSG00000140943"	"ENSG00000140943"	0.369782997933483
"ENSG00000182606"	"ENSG00000182606"	0.36980636799309
"ENSG00000100478"	"ENSG00000100478"	0.369822887999291
"ENSG00000175538"	"ENSG00000175538"	0.37025514128278
"ENSG00000109107"	"ENSG00000109107"	0.37059831191808
"ENSG00000181827"	"ENSG00000181827"	0.370601622868735
"ENSG00000171848"	"ENSG00000171848"	0.371159592872037
"ENSG00000029364"	"ENSG00000029364"	0.371384125938794
"ENSG00000141499"	"ENSG00000141499"	0.371973406621843
"ENSG00000164576"	"ENSG00000164576"	0.372017637094707
"ENSG00000166557"	"ENSG00000166557"	0.372081772315273
"ENSG00000071537"	"ENSG00000071537"	0.372313428584965
"ENSG00000076770"	"ENSG00000076770"	0.372432920496282
"ENSG00000204991"	"ENSG00000204991"	0.372481667698363
"ENSG00000070495"	"ENSG00000070495"	0.372515850461197
"ENSG00000178922"	"ENSG00000178922"	0.372518980585184
"ENSG00000162946"	"ENSG00000162946"	0.37253371662878
"ENSG00000102189"	"ENSG00000102189"	0.373085385671078
"ENSG00000123178"	"ENSG00000123178"	0.373113825881775
"ENSG00000127870"	"ENSG00000127870"	0.373317774118751
"ENSG00000081019"	"ENSG00000081019"	0.373365522558692
"ENSG00000042445"	"ENSG00000042445"	0.373414419820448
"ENSG00000156030"	"ENSG00000156030"	0.373448932982113
"ENSG00000215375"	"ENSG00000215375"	0.373476080583765
"ENSG00000168556"	"ENSG00000168556"	0.373495775998587
"ENSG00000108469"	"ENSG00000108469"	0.373553047531242
"ENSG00000142920"	"ENSG00000142920"	0.373563844189463
"ENSG00000125779"	"ENSG00000125779"	0.373625879862393
"ENSG00000122862"	"ENSG00000122862"	0.373666622946093
"ENSG00000130529"	"ENSG00000130529"	0.373689833558438
"ENSG00000158417"	"ENSG00000158417"	0.373742439569233
"ENSG00000121940"	"ENSG00000121940"	0.373817212287587
"ENSG00000156299"	"ENSG00000156299"	0.374007941919438
"ENSG00000197948"	"ENSG00000197948"	0.374041312830312
"ENSG00000011304"	"ENSG00000011304"	0.374045235515171
"ENSG00000130734"	"ENSG00000130734"	0.374375973603373
"ENSG00000163959"	"ENSG00000163959"	0.375320865996721
"ENSG00000214756"	"ENSG00000214756"	0.375327818519526
"ENSG00000167595"	"ENSG00000167595"	0.375340680623749
"ENSG00000176148"	"ENSG00000176148"	0.37547223404996
"ENSG00000184588"	"ENSG00000184588"	0.375540101586192
"ENSG00000155621"	"ENSG00000155621"	0.375549609771673
"ENSG00000164430"	"ENSG00000164430"	0.375599516952122
"ENSG00000130856"	"ENSG00000130856"	0.37567392066024
"ENSG00000106392"	"ENSG00000106392"	0.375678452044848
"ENSG00000166233"	"ENSG00000166233"	0.375715251475811
"ENSG00000100296"	"ENSG00000100296"	0.375918492451412
"ENSG00000124782"	"ENSG00000124782"	0.37592832131592
"ENSG00000166348"	"ENSG00000166348"	0.375930759750072
"ENSG00000254901"	"ENSG00000254901"	0.375944402303254
"ENSG00000121797"	"ENSG00000121797"	0.375953285325723
"ENSG00000094880"	"ENSG00000094880"	0.376017178328038
"ENSG00000130475"	"ENSG00000130475"	0.376083211178215
"ENSG00000100099"	"ENSG00000100099"	0.37674908878084
"ENSG00000102967"	"ENSG00000102967"	0.376898716035901
"ENSG00000084463"	"ENSG00000084463"	0.377007394564888
"ENSG00000180488"	"ENSG00000180488"	0.377042575849034
"ENSG00000163935"	"ENSG00000163935"	0.377242795940944
"ENSG00000163734"	"ENSG00000163734"	0.377585470515447
"ENSG00000163590"	"ENSG00000163590"	0.37764689333742
"ENSG00000171747"	"ENSG00000171747"	0.378843207794558
"ENSG00000005059"	"ENSG00000005059"	0.378846388200612
"ENSG00000251369"	"ENSG00000251369"	0.378898179255525
"ENSG00000075785"	"ENSG00000075785"	0.379103897699178
"ENSG00000160783"	"ENSG00000160783"	0.379383145399522
"ENSG00000161547"	"ENSG00000161547"	0.379447000876834
"ENSG00000196365"	"ENSG00000196365"	0.379607907128013
"ENSG00000002330"	"ENSG00000002330"	0.379629318231584
"ENSG00000182919"	"ENSG00000182919"	0.379914201076099
"ENSG00000104450"	"ENSG00000104450"	0.379915044987239
"ENSG00000134825"	"ENSG00000134825"	0.37992633367632
"ENSG00000164180"	"ENSG00000164180"	0.379937116297792
"ENSG00000167107"	"ENSG00000167107"	0.37995298178208
"ENSG00000173193"	"ENSG00000173193"	0.379996441568203
"ENSG00000075426"	"ENSG00000075426"	0.3800517639037
"ENSG00000241370"	"ENSG00000241370"	0.380255379968236
"ENSG00000071553"	"ENSG00000071553"	0.380271485514929
"ENSG00000171608"	"ENSG00000171608"	0.380311891462465
"ENSG00000187994"	"ENSG00000187994"	0.380368596992648
"ENSG00000119778"	"ENSG00000119778"	0.380369129669293
"ENSG00000100100"	"ENSG00000100100"	0.380413399000772
"ENSG00000116299"	"ENSG00000116299"	0.380420438209825
"ENSG00000111371"	"ENSG00000111371"	0.380718203290938
"ENSG00000164463"	"ENSG00000164463"	0.380765717994229
"ENSG00000198736"	"ENSG00000198736"	0.381176494393612
"ENSG00000198042"	"ENSG00000198042"	0.381350402548072
"ENSG00000102119"	"ENSG00000102119"	0.381984014287823
"ENSG00000182557"	"ENSG00000182557"	0.38200541524277
"ENSG00000214595"	"ENSG00000214595"	0.382162111560901
"ENSG00000140332"	"ENSG00000140332"	0.382171449280264
"ENSG00000234465"	"ENSG00000234465"	0.382407148051364
"ENSG00000102879"	"ENSG00000102879"	0.38251181441733
"ENSG00000159917"	"ENSG00000159917"	0.382637240388891
"ENSG00000099899"	"ENSG00000099899"	0.382744559061384
"ENSG00000142405"	"ENSG00000142405"	0.383398696015566
"ENSG00000139719"	"ENSG00000139719"	0.383851285525652
"ENSG00000102763"	"ENSG00000102763"	0.384201090775006
"ENSG00000114331"	"ENSG00000114331"	0.384511095313458
"ENSG00000180096"	"ENSG00000180096"	0.384563020868194
"ENSG00000124356"	"ENSG00000124356"	0.384566190795094
"ENSG00000101343"	"ENSG00000101343"	0.385065959417237
"ENSG00000184903"	"ENSG00000184903"	0.385080075107916
"ENSG00000179010"	"ENSG00000179010"	0.385147406606503
"ENSG00000139626"	"ENSG00000139626"	0.385166595806574
"ENSG00000141552"	"ENSG00000141552"	0.385187106877368
"ENSG00000204564"	"ENSG00000204564"	0.385660197266532
"ENSG00000152332"	"ENSG00000152332"	0.385899952364638
"ENSG00000169442"	"ENSG00000169442"	0.385925823790061
"ENSG00000125746"	"ENSG00000125746"	0.3862177345434
"ENSG00000005302"	"ENSG00000005302"	0.386832117892747
"ENSG00000111224"	"ENSG00000111224"	0.386903737483125
"ENSG00000104738"	"ENSG00000104738"	0.387017821796407
"ENSG00000149292"	"ENSG00000149292"	0.387069640388536
"ENSG00000111424"	"ENSG00000111424"	0.387079531785785
"ENSG00000143774"	"ENSG00000143774"	0.387108136352914
"ENSG00000106484"	"ENSG00000106484"	0.387123755937783
"ENSG00000117318"	"ENSG00000117318"	0.387448536882579
"ENSG00000139437"	"ENSG00000139437"	0.387536610129483
"ENSG00000168209"	"ENSG00000168209"	0.387581527405918
"ENSG00000171858"	"ENSG00000171858"	0.387723537305013
"ENSG00000166803"	"ENSG00000166803"	0.387767502493037
"ENSG00000143575"	"ENSG00000143575"	0.387797014672609
"ENSG00000179295"	"ENSG00000179295"	0.389080086146896
"ENSG00000004487"	"ENSG00000004487"	0.390159719816637
"ENSG00000178605"	"ENSG00000178605"	0.390232094291977
"ENSG00000096093"	"ENSG00000096093"	0.390249114628702
"ENSG00000243943"	"ENSG00000243943"	0.390339155780923
"ENSG00000165209"	"ENSG00000165209"	0.390397098987651
"ENSG00000198718"	"ENSG00000198718"	0.390685391866819
"ENSG00000108591"	"ENSG00000108591"	0.391170703060565
"ENSG00000059377"	"ENSG00000059377"	0.391227184114103
"ENSG00000160613"	"ENSG00000160613"	0.391448121858694
"ENSG00000164631"	"ENSG00000164631"	0.391598202856655
"ENSG00000012779"	"ENSG00000012779"	0.391640117458164
"ENSG00000156510"	"ENSG00000156510"	0.391855633429881
"ENSG00000176083"	"ENSG00000176083"	0.391940894053378
"ENSG00000174720"	"ENSG00000174720"	0.392129533678005
"ENSG00000162735"	"ENSG00000162735"	0.392672824560347
"ENSG00000147050"	"ENSG00000147050"	0.392719997574889
"ENSG00000159445"	"ENSG00000159445"	0.392908649123675
"ENSG00000172932"	"ENSG00000172932"	0.392935806251451
"ENSG00000179750"	"ENSG00000179750"	0.393730242210701
"ENSG00000065548"	"ENSG00000065548"	0.393883964453041
"ENSG00000132952"	"ENSG00000132952"	0.393906039711235
"ENSG00000144029"	"ENSG00000144029"	0.394006415095767
"ENSG00000069956"	"ENSG00000069956"	0.39446274629093
"ENSG00000113734"	"ENSG00000113734"	0.395899519299639
"ENSG00000105229"	"ENSG00000105229"	0.395912310707054
"ENSG00000174032"	"ENSG00000174032"	0.396607299230363
"ENSG00000182986"	"ENSG00000182986"	0.396650140421244
"ENSG00000257335"	"ENSG00000257335"	0.3966690854322
"ENSG00000081791"	"ENSG00000081791"	0.396852382198802
"ENSG00000197020"	"ENSG00000197020"	0.396955596022128
"ENSG00000133641"	"ENSG00000133641"	0.397252112945398
"ENSG00000169902"	"ENSG00000169902"	0.397298189448915
"ENSG00000163462"	"ENSG00000163462"	0.397316568653048
"ENSG00000183066"	"ENSG00000183066"	0.397487989622064
"ENSG00000128915"	"ENSG00000128915"	0.397488305343757
"ENSG00000197562"	"ENSG00000197562"	0.397680919781601
"ENSG00000160695"	"ENSG00000160695"	0.397734742083735
"ENSG00000078687"	"ENSG00000078687"	0.397871121219451
"ENSG00000115317"	"ENSG00000115317"	0.398121427171421
"ENSG00000138032"	"ENSG00000138032"	0.398539701829007
"ENSG00000176105"	"ENSG00000176105"	0.398551138730651
"ENSG00000196670"	"ENSG00000196670"	0.398695217164237
"ENSG00000151657"	"ENSG00000151657"	0.398803978647392
"ENSG00000108840"	"ENSG00000108840"	0.398822839192172
"ENSG00000181938"	"ENSG00000181938"	0.398918784978051
"ENSG00000162063"	"ENSG00000162063"	0.398988240542279
"ENSG00000164953"	"ENSG00000164953"	0.399048786768737
"ENSG00000132475"	"ENSG00000132475"	0.399390664593754
"ENSG00000047578"	"ENSG00000047578"	0.399708848896453
"ENSG00000145349"	"ENSG00000145349"	0.399932080023679
"ENSG00000070061"	"ENSG00000070061"	0.400123677677151
"ENSG00000108039"	"ENSG00000108039"	0.400139437391627
"ENSG00000123810"	"ENSG00000123810"	0.400179667046801
"ENSG00000126934"	"ENSG00000126934"	0.4002396326697
"ENSG00000004809"	"ENSG00000004809"	0.400539569668429
"ENSG00000177054"	"ENSG00000177054"	0.40058904010816
"ENSG00000180626"	"ENSG00000180626"	0.400809298417908
"ENSG00000197771"	"ENSG00000197771"	0.400834269870879
"ENSG00000168612"	"ENSG00000168612"	0.400966772678185
"ENSG00000078808"	"ENSG00000078808"	0.401245986705797
"ENSG00000088543"	"ENSG00000088543"	0.401404036876665
"ENSG00000118520"	"ENSG00000118520"	0.401474559445107
"ENSG00000163945"	"ENSG00000163945"	0.401608656803092
"ENSG00000117614"	"ENSG00000117614"	0.401740213054135
"ENSG00000038532"	"ENSG00000038532"	0.401814755983876
"ENSG00000149474"	"ENSG00000149474"	0.401885656531825
"ENSG00000122642"	"ENSG00000122642"	0.401942441811363
"ENSG00000163785"	"ENSG00000163785"	0.401994988815513
"ENSG00000130755"	"ENSG00000130755"	0.402493287422337
"ENSG00000161048"	"ENSG00000161048"	0.402541146698822
"ENSG00000087111"	"ENSG00000087111"	0.402766854157382
"ENSG00000015171"	"ENSG00000015171"	0.403305851326434
"ENSG00000136573"	"ENSG00000136573"	0.403311137199052
"ENSG00000173391"	"ENSG00000173391"	0.403344726728533
"ENSG00000164975"	"ENSG00000164975"	0.403377402280924
"ENSG00000057252"	"ENSG00000057252"	0.403439189428561
"ENSG00000164010"	"ENSG00000164010"	0.403440050707927
"ENSG00000145996"	"ENSG00000145996"	0.403462697476514
"ENSG00000189319"	"ENSG00000189319"	0.403464979165563
"ENSG00000083720"	"ENSG00000083720"	0.403494388852714
"ENSG00000152082"	"ENSG00000152082"	0.403525775033029
"ENSG00000218052"	"ENSG00000218052"	0.403744787467539
"ENSG00000168036"	"ENSG00000168036"	0.404000153422685
"ENSG00000138867"	"ENSG00000138867"	0.404037661757569
"ENSG00000033867"	"ENSG00000033867"	0.404045349590756
"ENSG00000159259"	"ENSG00000159259"	0.404890400141726
"ENSG00000089693"	"ENSG00000089693"	0.404901380055669
"ENSG00000185697"	"ENSG00000185697"	0.404972552568431
"ENSG00000028116"	"ENSG00000028116"	0.405034651691158
"ENSG00000187699"	"ENSG00000187699"	0.405052828303455
"ENSG00000076053"	"ENSG00000076053"	0.405068407584229
"ENSG00000122188"	"ENSG00000122188"	0.405691929998542
"ENSG00000104805"	"ENSG00000104805"	0.405708126014206
"ENSG00000113360"	"ENSG00000113360"	0.405747351407231
"ENSG00000139718"	"ENSG00000139718"	0.405749112722055
"ENSG00000101346"	"ENSG00000101346"	0.405769434732753
"ENSG00000196712"	"ENSG00000196712"	0.405783800787533
"ENSG00000205309"	"ENSG00000205309"	0.405791917147439
"ENSG00000163704"	"ENSG00000163704"	0.40580819378329
"ENSG00000162298"	"ENSG00000162298"	0.405832370270316
"ENSG00000132819"	"ENSG00000132819"	0.405845355669775
"ENSG00000103540"	"ENSG00000103540"	0.405855289984188
"ENSG00000169032"	"ENSG00000169032"	0.405855983771269
"ENSG00000167703"	"ENSG00000167703"	0.405861725101917
"ENSG00000173409"	"ENSG00000173409"	0.405990031696876
"ENSG00000171916"	"ENSG00000171916"	0.406096123061808
"ENSG00000101181"	"ENSG00000101181"	0.406141086052351
"ENSG00000111642"	"ENSG00000111642"	0.406154029256038
"ENSG00000128944"	"ENSG00000128944"	0.406181317977564
"ENSG00000123643"	"ENSG00000123643"	0.406187360070511
"ENSG00000009413"	"ENSG00000009413"	0.406240856512994
"ENSG00000100104"	"ENSG00000100104"	0.406704715162704
"ENSG00000131389"	"ENSG00000131389"	0.406738453604905
"ENSG00000249709"	"ENSG00000249709"	0.406937810523097
"ENSG00000261740"	"ENSG00000261740"	0.406952492224133
"ENSG00000148908"	"ENSG00000148908"	0.407723730700483
"ENSG00000166435"	"ENSG00000166435"	0.407890341408053
"ENSG00000188092"	"ENSG00000188092"	0.407910156373495
"ENSG00000149792"	"ENSG00000149792"	0.407960217597904
"ENSG00000144040"	"ENSG00000144040"	0.40796161393652
"ENSG00000187605"	"ENSG00000187605"	0.408029336854278
"ENSG00000151576"	"ENSG00000151576"	0.408276305009888
"ENSG00000103351"	"ENSG00000103351"	0.408418661136947
"ENSG00000185716"	"ENSG00000185716"	0.408426559716398
"ENSG00000164985"	"ENSG00000164985"	0.408432720987843
"ENSG00000163964"	"ENSG00000163964"	0.408502938036189
"ENSG00000176358"	"ENSG00000176358"	0.408640473020572
"ENSG00000135549"	"ENSG00000135549"	0.408679863975866
